date,countryCode,localName,name,global,types,counties,launchYear
2026-02-17,SR,Chinese New Year,Chinese New Year,True,Public,,
2026-02-25,SR,Day of the Revolution,Day of the Revolution,True,Public,,
2026-04-03,SR,Good Friday,Good Friday,True,Public,,
2026-04-05,SR,Easter Sunday,Easter Sunday,True,Public,,
2026-05-01,SR,Labour Day,Labour Day,True,Public,,
2026-05-14,SR,Ascension Day,Ascension Day,True,Public,,
2026-06-05,SR,Indian Arrival Day,Indian Arrival Day,True,Public,,
2026-07-01,SR,Keti Koti,Keti Koti,True,Public,,
2026-08-08,SR,Javanese Arrival Day,Javanese Arrival Day,True,Public,,
2026-08-09,SR,Indigenous People's Day,Indigenous People's Day,True,Public,,
2026-10-10,SR,Day of the Maroons,Day of the Maroons,True,Public,,
2026-10-20,SR,Chinese Arrival day,Chinese Arrival day,True,Public,,
2026-11-25,SR,Independence Day,Independence Day,True,Public,,
2026-12-25,SR,Christmas Day,Christmas Day,True,Public,,
2026-12-26,SR,Boxing Day,Boxing Day,True,Public,,
2026-05-01,SV,Día del Trabajo,Labour Day,True,Public,,
2026-05-03,SV,Día de la Cru,The Day of the Cross,True,Public,,
2026-05-07,SV,Día del Soldado,Soldiers' Day,True,Public,,
2026-05-10,SV,Día de las Madres,Mother's Day,True,Public,,
2026-05-10,SV,Día del Padre,Father's Day,True,Public,,
2026-08-01,SV,Fiestas de agosto,August Festivals,True,Public,,
2026-08-02,SV,Fiestas de agosto,August Festivals,True,Public,,
2026-08-03,SV,Fiestas de agosto,August Festivals,True,Public,,
2026-08-04,SV,Fiestas de agosto,August Festivals,True,Public,,
2026-08-05,SV,Fiestas de agosto,August Festivals,True,Public,,
2026-08-06,SV,Fiestas de agosto,August Festivals,True,Public,,
2026-08-07,SV,Fiestas de agosto,August Festivals,True,Public,,
2026-09-15,SV,Día de la Independencia,Independence Day,True,Public,,
2026-10-01,SV,Día del niño,Children's Day,True,Public,,
2026-10-12,SV,Día de la raza,Ethnic Pride Day,True,Public,,
2026-11-02,SV,El día de los difuntos,Day of the Dead,True,Public,,
2026-11-07,SV,Festival Nacional De La Pupusa,National Pupusa Festival,True,Public,,
2026-11-08,SV,Festival Nacional De La Pupusa,National Pupusa Festival,True,Public,,
2026-11-09,SV,Festival Nacional De La Pupusa,National Pupusa Festival,True,Public,,
2026-11-10,SV,Festival Nacional De La Pupusa,National Pupusa Festival,True,Public,,
2026-11-11,SV,Festival Nacional De La Pupusa,National Pupusa Festival,True,Public,,
2026-11-12,SV,Festival Nacional De La Pupusa,National Pupusa Festival,True,Public,,
2026-11-13,SV,Festival Nacional De La Pupusa,National Pupusa Festival,True,Public,,
2026-11-21,SV,Dia de la Reina de la Paz,Day of the Queen of Peace,True,Public,,
2026-12-25,SV,Noche Buena,Christmas Day,True,Public,,
2026-12-31,SV,Fin de año,New Year's Eve,True,Public,,
2026-01-01,TN,رأس السنة الميلادية,New Year's Day,True,Public,,
2026-03-20,TN,عيد الاستقلال,Independence Day,True,Public,,
2026-04-09,TN,عيد الشهداء,Martyrs' Day,True,Public,,
2026-05-01,TN,عيد الشغل,Labour Day,True,Public,,
2026-07-25,TN,عيد الجمهورية,Republic Day,True,Public,,
2026-08-13,TN,عيد المرأة,Women's Day,True,Public,,
2026-10-15,TN,عيد الجلاء,Evacuation Day,True,Public,,
2026-12-17,TN,عيد الثورة,Revolution Day,True,Public,,
2026-01-01,TR,Yılbaşı,New Year's Day,True,Public,,
2026-04-23,TR,Ulusal Egemenlik ve Çocuk Bayramı,National Independence & Children's Day,True,Public,,
2026-05-01,TR,İşçi Bayramı,Labour Day,True,Public,,
2026-05-19,TR,"Atatürk'ü Anma, Gençlik ve Spor Bayramı",Atatürk Commemoration & Youth Day,True,Public,,
2026-07-15,TR,Demokrasi ve Millî Birlik Günü,Democracy and National Unity Day,True,Public,,
2026-08-30,TR,Zafer Bayramı,Victory Day,True,Public,,
2026-10-29,TR,Cumhuriyet Bayramı,Republic Day,True,Public,,
2026-01-01,UA,Новий Рік,New Year's Day,True,Public,,
2026-03-08,UA,Міжнародний жіночий день,International Women's Day,True,Public,,
2026-04-12,UA,Великдень,Easter Sunday,True,Public,,
2026-05-01,UA,День праці,International Workers' Day,True,Public,,
2026-05-08,UA,День перемоги над нацизмом у Другій світовій війні,Victory day over Nazism in World War II,True,Public,,
2026-05-31,UA,Трійця,Pentecost,True,Public,,
2026-06-28,UA,День Конституції,Constitution Day,True,Public,,
2026-07-15,UA,День Української Державності,Statehood Day,True,Public,,
2026-08-24,UA,День Незалежності,Independence Day,True,Public,,
2026-10-01,UA,День захисників і захисниць України,Defender of Ukraine Day,True,Public,,
2026-12-25,UA,Різдво Христове,Christmas Day,True,Public,,
2026-01-01,UG,New Year's Day,New Year's Day,True,Public,,
2026-01-26,UG,Liberation Day,Liberation Day,True,Public,,
2026-02-16,UG,Archbishop Janani Luwum Day,Archbishop Janani Luwum Day,True,Public,,
2026-03-08,UG,International Women's Day,International Women's Day,True,Public,,
2026-04-03,UG,Good Friday,Good Friday,True,Public,,
2026-04-06,UG,Easter Monday,Easter Monday,True,Public,,
2026-05-01,UG,Labour Day,Labour Day,True,Public,,
2026-06-03,UG,Martyrs' Day,Martyrs' Day,True,Public,,
2026-06-09,UG,National Heroes' Day,National Heroes' Day,True,Public,,
2026-10-09,UG,Independence Day,Independence Day,True,Public,,
2026-12-25,UG,Christmas Day,Christmas Day,True,Public,,
2026-12-26,UG,Boxing Day,Boxing Day,True,Public,,
2026-01-01,US,New Year's Day,New Year's Day,True,Public; Bank,,
2026-01-19,US,"Martin Luther King, Jr. Day","Martin Luther King, Jr. Day",True,Public; Bank,,
2026-02-12,US,Lincoln's Birthday,Lincoln's Birthday,False,Observance,US-CA; US-CT; US-IL; US-IN; US-KY; US-MI; US-NY; US-MO; US-OH,
2026-02-16,US,Washington's Birthday,Presidents Day,True,Public; Bank,,
2026-04-03,US,Good Friday,Good Friday,False,Public,US-CT; US-DE; US-HI; US-IN; US-KY; US-LA; US-NC; US-ND; US-NJ; US-TN,
2026-04-03,US,Good Friday,Good Friday,False,Optional,US-TX,
2026-05-08,US,Truman Day,Truman Day,False,School; Authorities,US-MO,
2026-05-25,US,Memorial Day,Memorial Day,True,Public; Bank,,
2026-06-19,US,Juneteenth National Independence Day,Juneteenth National Independence Day,True,Public; Bank,,
2026-07-03,US,Independence Day,Independence Day,True,Public; Bank,,
2026-09-07,US,Labor Day,Labour Day,True,Public; Bank,,
2026-10-12,US,Columbus Day,Columbus Day,False,Public,US-AL; US-AZ; US-CO; US-CT; US-GA; US-ID; US-IL; US-IN; US-IA; US-KS; US-KY; US-LA; US-ME; US-MD; US-MA; US-MS; US-MO; US-MT; US-NE; US-NH; US-NJ; US-NM; US-NY; US-NC; US-OH; US-OK; US-PA; US-RI; US-SC; US-TN; US-UT; US-VA; US-WV,
2026-10-12,US,Columbus Day,Columbus Day,True,Bank,,
2026-10-12,US,Indigenous Peoples' Day,Indigenous Peoples' Day,False,Public,US-AK; US-AL; US-CA; US-HI; US-IA; US-LA; US-ME; US-MI; US-MN; US-NC; US-NE; US-NM; US-OK; US-OR; US-SD; US-TX; US-VA; US-VT; US-WI,
2026-11-11,US,Veterans Day,Veterans Day,True,Public; Bank,,
2026-11-26,US,Thanksgiving Day,Thanksgiving Day,True,Public; Bank,,
2026-12-25,US,Christmas Day,Christmas Day,True,Public; Bank,,
2026-01-01,UY,Año Nuevo,New Year's Day,True,Public,,
2026-01-06,UY,Día de los Niños,Children's Day,True,Public,,
2026-02-16,UY,Carnaval,Carnival,True,Public,,
2026-02-17,UY,Carnaval,Carnival,True,Public,,
2026-04-02,UY,Semana de Turismo,Maundy Thursday,True,Public,,
2026-04-03,UY,Semana de Turismo,Good Friday,True,Public,,
2026-04-19,UY,Desembarco de los 33 Orientales,Landing of the 33 Patriots Day,True,Public,,
2026-05-01,UY,Día de los Trabajadores,International Workers' Day,True,Public,,
2026-05-18,UY,Batalla de las Piedras,Battle of Las Piedras,True,Public,,
2026-06-19,UY,Natalicio de Artigas y Día del Nunca Más,Birthday of José Gervasio Artigas and Never Again Day,True,Public,,
2026-07-18,UY,Jura de la Constitución,Constitution Day,True,Public,,
2026-08-25,UY,Día de la Independencia,Independence Day,True,Public,,
2026-10-12,UY,Día de la Raza,Day of the race,True,Public,,
2026-11-02,UY,Día de los Difuntos,Deceased ones day,True,Public,,
2026-12-25,UY,Día de la Familia,Christmas Day,True,Public,,
2026-01-01,VA,Maria Santissima Madre di Dio,"Solemnity of Mary, Mother of God",True,Public,,
2026-01-06,VA,Epifania del Signore,Epiphany,True,Public,,
2026-02-11,VA,Anniversario della istituzione dello Stato della Città del Vaticano,Anniversary of the foundation of Vatican City,True,Public,,
2026-03-13,VA,Anniversario dell'Elezione del Santo Padre,Anniversary of the election of Pope Francis,True,Public,,
2026-03-19,VA,San Giuseppe,Saint Joseph's Day,True,Public,,
2026-04-06,VA,Lunedì dell'Angelo,Easter Monday,True,Public,,
2026-04-23,VA,Onomastico del Santo Padre,Saint George,True,Public,,
2026-05-01,VA,San Giuseppe lavoratore,Saint Joseph the Worker,True,Public,,
2026-06-29,VA,Santi Pietro e Paolo,Saint Peter and Saint Paul,True,Public,,
2026-08-15,VA,Assunzione di Maria in Cielo,Assumption Day,True,Public,,
2026-09-08,VA,Festa della natività della madonna,Nativity of Mary,True,Public,,
2026-11-01,VA,"Tutti i santi, Ognissanti",All Saints Day,True,Public,,
2026-12-08,VA,Immacolata Concezione,Immaculate Conception,True,Public,,
2026-12-25,VA,Natale,Christmas Day,True,Public,,
2026-12-26,VA,Santo Stefano,St. Stephen's Day,True,Public,,
2026-01-01,VE,Día de Año Nuevo,New Year's Day,True,Public,,
2026-01-06,VE,Día de Reyes,Epiphany,True,Bank,,
2026-01-14,VE,Día de la Divina Pastora,Feast of the Divina Pastora,True,Observance,,
2026-01-15,VE,Día del Maestro,Teacher's Day,True,Observance,,
2026-02-12,VE,Día de la Juventud,Youth Day,True,Observance,,
2026-02-16,VE,Carnaval,Carnival,True,Public,,
2026-02-17,VE,Carnaval,Carnival,True,Public,,
2026-03-08,VE,Dia Internacional de la Mujer,International Women's Day,True,Observance,,
2026-03-19,VE,Día de San José,Saint Joseph's Day,True,Bank,,
2026-03-21,VE,Día del abolición de la esclavitud,Slavery Abolition Anniversary,True,Observance,,
2026-03-31,VE,Aniversario del fundacion del San Cristóbal,"Foundation anniversary Day of San Cristóbal, Táchira",True,Observance,,
2026-04-19,VE,Proclamación de la Independencia,Beginning of the Independence Movement,True,Public,,
2026-05-01,VE,Día del Trabajador,Labour Day,True,Public,,
2026-05-03,VE,Día del Cruz del Mayo,Festival of the Crosses,True,Observance,,
2026-05-10,VE,Día de las Madres,Mother's Day,True,Observance,,
2026-05-14,VE,Día de la Ascención,Ascension Day,True,Bank,,
2026-06-04,VE,Corpus Christi,Corpus Christi,True,Bank,,
2026-06-21,VE,Día de los Padres,Father's Day,True,Observance,,
2026-06-24,VE,Aniversario de la Batalla de Carabobo,Anniversary of the Battle of Carabobo,True,Public,,
2026-06-27,VE,Día del Periodista y aniversario de la instauración del Decreto de Instrucción pública gratuita y obligatoria,Journalists' Day,True,Observance,,
2026-07-05,VE,Cinco de julio,Independence Day,True,Public,,
2026-07-19,VE,Dia del niño,Children's Day,True,Observance,,
2026-07-24,VE,Natalicio del Libertador Simón Bolívar,Simón Bolívar's Birthday,True,Public,,
2026-07-25,VE,Aniversario del fundacion del Caracas,Caracas City Foundation Day,True,Observance,,
2026-08-03,VE,Día de la Bandera,Flag Day,True,Observance,,
2026-09-08,VE,Día del Virgen del Valle,Birth of the Blessed Virgin Mary,True,Observance,,
2026-09-24,VE,Día del Virgen de las Mercedes,Feast of the Our Lady of Mercy,True,Observance,,
2026-10-12,VE,Día de la Resistencia Indígena,Day of Indigenous Resistance,True,Public,,
2026-11-01,VE,Día de Todos los Santos,All Saints' Day,True,Bank,,
2026-11-02,VE,Día de los fieles difuntos,All Souls' Day,True,Observance,,
2026-12-08,VE,La Inmaculada Concepción,Immaculate Conception Day,True,Bank,,
2026-12-24,VE,Nochebuena,Christmas Eve,True,Public,,
2026-12-25,VE,Navidad,Christmas Day,True,Public,,
2026-12-31,VE,Nochevieja,New Year's Eve,True,Public,,
2026-01-01,VN,Tết dương lịch,New Year's Day,True,Public,,
2026-04-30,VN,"Ngày Giải phóng miền Nam, thống nhất đất nước",Reunification Day,True,Public,,
2026-05-01,VN,Ngày Quốc tế lao động,Labour Day,True,Public,,
2026-09-02,VN,Quốc khánh,National Day,True,Public,,
2026-01-01,ZA,New Year's Day,New Year's Day,True,Public,,
2026-03-21,ZA,Human Rights Day,Human Rights Day,True,Public,,
2026-04-03,ZA,Good Friday,Good Friday,True,Public,,
2026-04-06,ZA,Family Day,Family Day,True,Public,,
2026-04-27,ZA,Freedom Day,Freedom Day,True,Public,,
2026-05-01,ZA,Workers' Day,Workers' Day,True,Public,,
2026-06-16,ZA,Youth Day,Youth Day,True,Public,,
2026-08-10,ZA,National Women's Day,National Women's Day,True,Public,,
2026-09-24,ZA,Heritage Day,Heritage Day,True,Public,,
2026-12-16,ZA,Day of Reconciliation,Day of Reconciliation,True,Public,,
2026-12-25,ZA,Christmas Day,Christmas Day,True,Public,,
2026-12-26,ZA,St. Stephen's Day,Day of Goodwill,True,Public,,
2026-01-01,ZW,New Year's Day,New Year's Day,True,Public,,
2026-02-21,ZW,Robert Mugabe National Youth Day,Robert Mugabe National Youth Day,True,Public,,
2026-04-03,ZW,Good Friday,Good Friday,True,Public,,
2026-04-04,ZW,Easter Saturday,Holy Saturday,True,Public,,
2026-04-06,ZW,Easter Monday,Easter Monday,True,Public,,
2026-04-18,ZW,Independence Day,Independence Day,True,Public,,
2026-05-01,ZW,Worker's Day,Worker's Day,True,Public,,
2026-05-25,ZW,Africa Day,Africa Day,True,Public,,
2026-08-10,ZW,Heroes' Day,Heroes' Day,True,Public,,
2026-08-11,ZW,Defence Forces Day,Defence Forces Day,True,Public,,
2026-12-22,ZW,Unity Day,Unity Day,True,Public,,
2026-12-25,ZW,Christmas Day,Christmas Day,True,Public,,
2026-12-26,ZW,Boxing Day,St. Stephen's Day,True,Public,,
